"Unit","Psycho Gundam","Permanent","","","","","","","",""
"Unit","Elpeo Ple's Qubeley Mk-II","Timed","","","","","","","",""
"Unit","Over.on (Armor Form)","Permanent","","","","","","","",""
"Unit","Full Armor Hyaku-Shiki Kai","Permanent","","","","","","","",""
"Unit","Full Armor Gundam Mk-III","Permanent","","","","","","","",""
"Unit","Byarlant Custom 02","Permanent","","","","","","","",""
"Unit","Unicorn Gundam Ver. TWC Final","Timed","","","","","","","",""
"Unit","Alyzeus","Timed","","","","","","","",""
"Unit","F80 Gunraid","Timed","","","","","","","",""
"Unit","Gundam F90 (Mars Independent Zeon Forces)","Permanent","","","","","","","",""
"Unit","Shining Gundam (Super Mode)","Permanent","","","","","","","",""
"Unit","Tallgeese","Permanent","","","","","","","",""
"Unit","Wing Gundam (EW)","Timed","","","","","","","",""
"Unit","Scorpio","Permanent","","","","","","","",""
"Unit","G-Falcon GX","Permanent","","","","","","","",""
"Unit","Duel Gundam Assault Shroud","Timed","","","","","","","",""
"Unit","Gundam Astray Gold Frame Amatsu Mina","Permanent","","","","","","","",""
"Unit","Gundam Astray Blue Frame Second L","Permanent","","","","","","","",""
"Unit","Gundam Astray Gold Frame Amatsu","Permanent","","","","","","","",""
"Unit","Hyperion Gundam","Permanent","","","","","","","",""
"Unit","X Astray","Permanent","","","","","","","",""
"Unit","ZAKU Warrior (Live Concert Type)","Permanent","","","","","","","",""
"Unit","Destiny Impulse","Permanent","","","","","","","",""
"Unit","Strike Noir Gundam","Timed","","","","","","","",""
"Unit","Stargazer","Timed","","","","","","","",""
"Unit","Gundam Exia [Trans-Am]","Timed","","","","","","","",""
"Unit","Gundam Dynames","Timed","","","","","","","",""
"Unit","G-Xiphos","Permanent","","","","","","","",""
"Unit","The Gundam","Timed","","","","","","","",""
"Unit","Gundam Barbatos Adapt","Timed","","","","","","","",""
"Unit","Gundam Astaroth Rinascimento","Permanent","","","","","","","",""
"Unit","Gundam Vual Yuhana","Permanent","","","","","","","",""
"Unit","Gundam Dantalion T-Booster","Permanent","","","","","","","",""
"Unit","Gundam Hajiroboshi","Permanent","","","","","","","",""
"Unit","XK","Permanent","","","","","","","",""
"Pilot","Relena Darlian (EW)","Timed","","","","","","","",""
"Pilot","Tiffa Adill","Timed","","","","","","","",""
"Pilot","Lacus Clyne","Timed","","","","","","","",""
"Pilot","Miorine Rembran","Timed","","","","","","","",""
"Pilot","Sayla Mass","Timed","","","","","","","",""
"Pilot","Lalah Sune","Timed","","","","","","","",""
"Pilot","Ramba Ral","Permanent","","","","","","","",""
"Pilot","Oliver May","Timed","","","","","","","",""
"Pilot","Monique Cadillac","Timed","","","","","","","",""
"Pilot","Herbert Von Kuspen","Timed","","","","","","","",""
"Pilot","Shiro Amada","Timed","","","","","","","",""
"Pilot","Aina Sakhalin","Timed","","","","","","","",""
"Pilot","Bernard Wiseman","Permanent","","","","","","","",""
"Pilot","Christina Mackenzie","Permanent","","","","","","","",""
"Pilot","Saki Graham","Timed","","","","","","","",""
"Pilot","Yuu Kajima","Permanent","","","","","","","",""
"Pilot","Nimbus Schterzen","Permanent","","","","","","","",""
"Pilot","Io Fleming","Permanent","","","","","","","",""
"Pilot","Attack Daryl Lorenz","Permanent","","","","","","","",""
"Pilot","Defend Daryl Lorenz","Timed","","","","","","","",""
"Pilot","Bianca Carlyle","Timed","","","","","","","",""
"Pilot","Amate Yuzuriha (MACHU)","Permanent","","","","","","","",""
"Pilot","Shuji Itō","Permanent","","","","","","","",""
"Pilot","Char Aznable (GQ)","Permanent","","","","","","","",""
"Pilot","Shiiko Sugai","Permanent","","","","","","","",""
"Pilot","Gaia (GQ)","Permanent","","","","","","","",""
"Pilot","Ortega (GQ)","Permanent","","","","","","","",""
"Pilot","Deux Murasame","Permanent","","","","","","","",""
"Pilot","Xavier Olivette","Permanent","","","","","","","",""
"Pilot","Challia Bull (GQ)(0079)","Permanent","","","","","","","",""
"Pilot","Nyaan","Permanent","","","","","","","",""
"Pilot","Kou Uraki","Permanent","","","","","","","",""
"Pilot","Anavel Gato","Permanent","","","","","","","",""
"Pilot","Kelley Layzner","Permanent","","","","","","","",""
"Pilot","Quattro Bajeena","Timed","","","","","","","",""
"Pilot","Amuro Ray","Permanent","","","","","","","",""
"Pilot","Elpeo Ple","Timed","","","","","","","",""
"Pilot","Zoltan Akkanen","Timed","","","","","","","",""
"Pilot","Hathaway Noa","Timed","","","","","","","",""
"Pilot","Lane Aim","Timed","","","","","","","",""
"Pilot","Gawman Nobile","Timed","","","","","","","",""
"Pilot","Gigi Andalucia","Timed","","","","","","","",""
"Pilot","Kenneth Sleg","Timed","","","","","","","",""
"Pilot","Emeralda Zubin","Timed","","","","","","","",""
"Pilot","Julia Suga","Timed","","","","","","","",""
"Pilot","Heero Yuy","Timed","","","","","","","",""
"Pilot","Quatre Raberba Winner","Timed","","","","","","","",""
"Pilot","Dorothy Catalonia","Permanent","","","","","","","",""
"Pilot","Yzak Joule","Timed","","","","","","","",""
"Pilot","Andrew Waldfeld","Permanent","","","","","","","",""
"Pilot","Prayer Reverie","Permanent","","","","","","","",""
"Pilot","Canard Pars","Permanent","","","","","","","",""
"Pilot","Meer Campbell","Permanent","","","","","","","",""
"Pilot","Sven Cal Bayang","Timed","","","","","","","",""
"Pilot","Selene McGriff & Sol Lyne Lange","Timed","","","","","","","",""
"Pilot","Lockon Stratos","Timed","","","","","","","",""
"Pilot","Michael","Timed","","","","","","","",""
"Pilot","Argi Mirage","Permanent","","","","","","","",""
"Pilot","Sampo Hakuri","Permanent","","","","","","","",""
"Pilot","Wistario Afam","Permanent","","","","","","","",""
"Supporter","Hayato Kobayashi & Audhumla","Timed","","","","","","","",""
"Supporter","MS HATHAWAY The Sorcery of Nymph Circe","Timed","","","","","","","",""
"Supporter","Brinks Wedge & Fortune","Timed","","","","","","","",""
"Supporter","Doctor J & Peacemillion","Timed","","","","","","","",""
"Supporter","Flay Allster & Archangel","Timed","","","","","","","",""
"Supporter","Feldt Grace & Ptolemaios","Timed","","","","","","","",""
"Supporter","Kycilia Zabi (GQ)(0085) & Chivvay [Purple Widow]","Permanent","","","","","","","",""
"Supporter","Abayev & Damascus","Timed","","","","","","","",""
"Supporter","Knight Sayla & Pegasus White Base","Timed","","","","","","","",""
